;;;;;;;;;;;;;x,,,
AGRESSION_WAR_NAME_REPARATIONS_PEU_CHL;The $ORDER$War of the Pacific;;;;;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS_BOL_CHL;The $ORDER$War of the Pacific;;;;;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS_CHL_PBC;The $ORDER$War of the Confederation;;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_NAME_REPARATIONS_CHL_PBC;The $ORDER$War of the Confederation;;;;;;;;;;;;;;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_CHL_PBC;The $ORDER$War of the Confederation;;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_CHL_PBC;The $ORDER$War of the Confederation;;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_NAME_REPARATIONS;The $ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS;$ORDER$War of $FIRST$ Aggression;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
colonial_conquest;Colonial Conquest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
colonial_conquest_desc;Acquire an enemy ùYstateùW where we have ùYcolonial claimsùW, but this will gives us a random amount of ùRinfamyùW from ùR0.5 to 2ùW.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,
NORMAL_WAR_LIBERATE_NAME_RUS_EGY;$ORDER$Russian Intervention in Egypt;;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_PRU_EGY;$ORDER$Prussian Intervention in Egypt;;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_ENG_EGY;$ORDER$British Intervention in Egypt;;;;;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_NAME_TUR_ITA;The $ORDER$Italo-Turkish War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_PUPPET_NAME_QNG_PGG;The $ORDER$Panthay Rebellion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_PUPPET_NAME_QNG_UYG;The $ORDER$Dungan Revolt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_ANY_NAME_QNG_XBI;The $ORDER$Dungan Revolt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_ANY_NAME_QNG_XBI;The Dungan Revolt in Qinghai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$QatariùBahraini War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$QatariùBahraini War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_CIR;The $ORDER$Russo-Circassian War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_CIR;The $ORDER$Russo-Circassian War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_DAG;The $ORDER$Murid War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_DAG;The $ORDER$Murid War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_PNJ;The $ORDER$AngloùSikh War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_PNJ;The $ORDER$AngloùSikh War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NORMAL_CIVIL_WAR_NAME_ARC_ENT;The $ORDER$Platine War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
AGRESSION_CIVIL_WAR_NAME_ARC_ENT;The $ORDER$Platine War;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
NO_ALLOWED_STATES;(There are no applicable states).;;;;;;;;;;;;;;;;;;;;;;;;;;x
po_reduce_prestige;Prestige is reduced by ùR-$VALUE$ùW.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME;The $ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;;;;;;;;x,,,
AGRESSION_PUNITIVE_EXPEDITION_WAR_NAME;The $ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;;;;;;;;x,,,
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME_ENG_QNG;The $ORDER$Opium War;;;;;;;;;;;;;;;;;x,,,
AGRESSION_PUNITIVE_EXPEDITION_WAR_NAME_ENG_QNG;The $ORDER$Opium War;;;;;;;;;;;;;;;;;x,,,
treaty_port_casus_belli;Punitive Expedition;;;;;;;;;;;;;;;x;;;;
treaty_port_casus_belli_desc;Force a ùYcountryùW to negotiate an ùYunequal treatyùW, which includes a ùYtreaty portùW if there's one available.;;;;;;;;;;;;;;;;x
treaty_port_casus_belli_short;Negotiate an unequal treaty;;;;;;;;;;;;;;;;;;;;;;x;;;;
treaty_port_casus_belli_setup;Force a ùYcountryùW to negotiate an ùYunequal treatyùW, which includes a ùYtreaty portùW if there's one available;;;;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$Dominican War of Independence;;;;;;;;;;;;x,,,
AGRESSION_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$Dominican War of Independence;;;;;;;;;;;;x,,,
AGRESSION_WAR_GUNBOAT_NAME;Gunboat Diplomacy;;;;;;;;;;;;;x,,,
status_quo;Status Quo;;;;;;;;;;;;;x,,,
AGRESSION_WAR_BOXER_NAME;Boxer War;;;;;;;;;;;;;x,,,
call_allies_cb;Call Allies;;;;;;;;;;;;;x,,,
call_allies_cb_desc;Call Allies into war;;;;;;;;;;;;;x,,,
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;x,,,
NORMAL_WAR_ALL_CORES_NAME;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;x,,,
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$ War to Humiliate $SECOND$;$ORDER$ guerre pour l'honneur $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg der Ehre;;;;;;;;;;;x,,,
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;$ORDER$ guerre de $FIRST$ pour le contrùle de $SECOND_COUNTRY$;$ORDER$ Krieg um die Kontrolle von $FIRST$ ùber $SECOND_COUNTRY$;;;;;;;;;;;x,,,
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$-$SECOND$ War;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$er Krieg;Baza;Guerra $ORDER$$FIRST$-$SECOND$;Base:;Alap:;Zùkladna:;;;;;;x,,,
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$War of $FIRST$ Aggression;$ORDER$$FIRST$ guerre d'aggression;$ORDER$$FIRST$er Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;$ORDER$Guerra de $FIRST$ agresiùn;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ hùbor?$ORDER$$FIRST$-$SECOND$ vùlka;;;;;;x,,,
NORMAL_WAR_DISMANTLE_NAME;$ORDER$$FIRST$ War to Dismantle the $SECOND$ Empire;Grande Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Grùùer Krieg;Baza;Base:;Base:;Alap:;Zùkladna:;;;;;;;x;;;;;;;;;;;;;;,,,
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$ War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ hùbor?$ORDER$$FIRST$-$SECOND$ vùlka;;;;;;;x;;;;;;;;;;;;;;,,,
NORMAL_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$ War of Imperial Restoration;;;;;;;;;;;;;x,,,
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$ War of Imperial Restoration;;;;;;;;;;;;;x,,,
NORMAL_WAR_FREE_BALKANS_NAME;The $ORDER$$FIRST$-$SECOND$ War of the Balkans;;;;;;;;;;;;;x,,,
AGRESSION_WAR_FREE_BALKANS_NAME;The $ORDER$$FIRST$-$SECOND$ War of the Balkans;;;;;;;;;;;;;x,,,
NORMAL_WAR_MONROE_DOCTRINE_NAME;The $ORDER$$FIRST$-$SECOND$ War of Anti-Imperialism;;;;;;;;;;;;;x,,,
AGRESSION_WAR_MONROE_DOCTRINE_NAME;The $ORDER$$FIRST$-$SECOND$ War of Anti-Imperialism;;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_AMERICA_NAME;The $ORDER$$FIRST$-$SECOND$ War of American Restoration;;;;;;;;;;;;;x,,,
AGRESSION_WAR_RESTORE_AMERICA_NAME;The $ORDER$$FIRST$-$SECOND$ War of American Restoration;;;;;;;;;;;;;x,,,
NORMAL_WAR_HOLY_LAND_NAME;The $ORDER$$FIRST$-$SECOND$ Levantine War;;;;;;;;;;;;;x,,,
AGRESSION_WAR_HOLY_LAND_NAME;The $ORDER$$FIRST$-$SECOND$ Levantine War;;;;;;;;;;;;;x,,,
NORMAL_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$ War of the British Raj;;;;;;;;;;;;;x,,,
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$ War of the British Raj;;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_USA_FSA;The $ORDER$American Civil War;$ORDER$ guerre de rùbellion;$ORDER$Rebellionskrieg;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_USA_CSA;The $ORDER$American Civil War;$ORDER$ guerre de rùbellion;$ORDER$Rebellionskrieg;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_CSA_USA;The $ORDER$American Civil War;$ORDER$ guerre de rùbellion;$ORDER$Rebellionskrieg;;;;;;;;;;;x
NORMAL_WAR_CHINA_REUNIFICATION;$ORDER$War of Chinese Reunification;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Zùkladna:;;;;;;;x;;;;;;;;;;;;;;,,,
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$War of Chinese Reunification;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Zùkladna:;;;;;;;x;;;;;;;;;;;;;;,,,
NORMAL_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$ Jihad;;;;;;;;;;;;;x,,,
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$ Jihad;;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;The $ORDER$ Platine War;;;;;;;;;;;;;x,,,
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;The $ORDER$ Platine War;;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_SAT;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_CHO;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_TOS;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_KAG;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_SEN;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_TKG_YZW;The $ORDER$Boshin War;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;The $ORDER$Boer War;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;The $ORDER$Boer War;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;The $ORDER$Boer War;;;;;;;;;;;;x,,,
NORMAL_WAR_PUPPET_NAME_TUR_EGY;The $ORDER$Oriental Crisis;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_NAME_ENG_QNG;The $ORDER$Opium War;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;Zemene Mesafint;;;;;;;;;;;;x,,,
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;The $ORDER$Crimean War;;;;;;;;;;;;x,,,
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;The $ORDER$Crimean War;;;;;;;;;;;;x,,,
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;x,,,
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;x,,,
NORMAL_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$ War of Colonial Reconquest;;;;;;;;;;;;x,,,
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$ War of Colonial Reconquest;;;;;;;;;;;;x,,,
NORMAL_WAR_PUPPET_NAME_TUR_ROM;The $ORDER$Romanian War of Independence;;;;;;;;;;;;x,,,
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;The $ORDER$Romanian War of Independence;;;;;;;;;;;;x,,,
NORMAL_WAR_PUPPET_NAME_ENG_IRE;The $ORDER$Irish War of Independence;;;;;;;;;;;;x,,,
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;The $ORDER$Irish War of Independence;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$War of Arabian Domination;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$War of Arabian Domination;;;;;;;;;;;;x,,,
NORMAL_WAR_NAME_ENG_USA;$ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$FIRST$ Conquest of $STATE$;;;;;;;;;;;;x,,,
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$FIRST$ Liberation of $STATE$;;;;;;;;;;;;x,,,
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;The $ORDER$Mexican-American War;;;;;;;;;;;;x,,,
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;The $ORDER$Mexican-American War;;;;;;;;;;;;x,,,
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;The Taiping Rebellion;;;;;;;;;;;;x,,,
NORMAL_CIVIL_WAR_NAME_QNG_TPG;The Taiping Rebellion;;;;;;;;;;;;x,,,
punitive_effects;National Humiliation;Humiliation Nationale;Nationale Erniedrigung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
punitive_effects_desc;Our humiliation at the hands of the victors, and the punitive effects of reparations have taken its toll on our people.  We will be all but unable to wage war unless someone declares war on us first.;;;;;;;;;;;;;x,,
no_more_war;No More War;Nous ne Voulons pas la Guerre;Wir Wùnschen Nicht Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
no_more_war_desc;Our people are tired of war. It will be difficult to get their enthusiasm for another anytime soon, so in the meantime our ability to wage war will be very limited. ùYNOTE: This means you have very few CB's that you can begin a war with while this modifier lasts!ùW;;;;;;;;;;;;;x,,
end_the_war;End the War;La Guerre Doit Finir;Der Krieg Muss Beenden;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
end_the_war_desc;Our enemy is defeated. The people call out for us to end the war, even if we don't get everything we intended.;;;;;;;;;;;;;x,,
international_pariah;International Pariah;Paria International;Internationales Ausgestossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
international_pariah_desc;We are a pariah in the international community for our aggressive policies.;;;;;;;;;;;;;x,,,
great_war;Total War;Guerre Totale;Grùùer Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_desc;We are in a state of total war with our enemies. We must rise up as one, or risk the destruction of our entire way of life.;;;;;;;;;;;;;x,,
great_war2;The Demands of War;Les Demandes de la Guerre;Die Nachfragen des Krieges;;;;;;;;;;;x,,,
great_war2_desc;Massive shortages are causing our people's enthusiasm for war to dim.;;;;;;;;;;;;;x,,,
great_war3;Is It All For Nothing?;Est-il Tout Pour Rien?;Ist Alles Fùr Nichts?;;;;;;;;;;;x,,,
great_war3_desc;If we do not end the war soon, things will go very badly for us.;;;;;;;;;;;;;x,,
dismantle_cb;Dismantle Nation;Grande Guerre;Gesamtkrieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_desc;Force an enemy ùYgreat powerùW to dismantle their empire and pay reparations;Obliger un autre ùYpaysùW ?se dùsarmer et ?nous verser des compensations;Zwischen Sie ein anderes ùYLandùW zur Abrùstung und zu Reparationszahlungen an uns.;;;;;;;;;;;x,,,
dismantle_cb_short;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_setup;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add;Dismantle Nation;Grande Guerre;Grùùer Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add_desc;Force an enemy ùYgreat powerùW to dismantle their empire and pay reparations;Obliger un autre ùYpaysùW ?se dùsarmer et ?nous verser des compensations;Zwischen Sie ein anderes ùYLandùW zur Abrùstung und zu Reparationszahlungen an uns.;;;;;;;;;;;x,,,
dismantle_cb_add_short;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add_setup;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add_new;Dismantle Nation;Grande Guerre;Grùùer Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add_new_desc;Force an enemy ùYgreat powerùW to dismantle their empire and pay reparations;Obliger un autre ùYpaysùW ?se dùsarmer et ?nous verser des compensations;Zwischen Sie ein anderes ùYLandùW zur Abrùstung und zu Reparationszahlungen an uns.;;;;;;;;;;;x,,,
dismantle_cb_add_new_short;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
dismantle_cb_add_new_setup;Force $RECIPIENT$ to dismantle their empire;Rùduire $RECIPIENT$;Reduzieren Sie die Grùùe von $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_democracy;Install Democracy;Installez la dùmocratie;Verursachen Sie Demokratie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_democracy_desc;Install a ùYfriendly democracyùW in the country's capital;Install a ùYfriendly democracyùW in the target country's capital;Install a ùYfriendly democracyùW in the target country's capital;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_democracy_short;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_democracy_setup;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_fascism;Install Fascism;Installez le fascisme;Bringen Sie Faschismus an;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_fascism_desc;Install a ùYfriendly fascist governmentùW in the country's capital;Install a ùYfriendly fascist governmentùW in the country's capital;Install a ùYfriendly fascist governmentùW in the country's capital;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_fascism_short;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_fascism_setup;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
great_war_install_communism;Install Communism;Installez le communisme;Bringen Sie Kommunismus an;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
